,u,i,ts,label,idx
21037,4,35,361486.0,1,21038
21038,22,35,361523.0,1,21039
21039,22,48,361523.0,1,21040
21040,18,32,361559.0,1,21041
21041,18,55,361559.0,1,21042
21042,18,63,361559.0,1,21043
21043,45,32,361559.0,1,21044
21044,45,55,361559.0,1,21045
21045,45,63,361559.0,1,21046
21046,43,4,361566.0,1,21047
21047,43,35,361566.0,1,21048
21048,43,64,361566.0,1,21049
21049,60,55,361748.0,1,21050
21050,29,35,361771.0,1,21051
21051,29,64,361771.0,1,21052
21052,29,43,361771.0,1,21053
21053,29,16,361771.0,1,21054
21054,29,4,361771.0,1,21055
21055,29,25,361771.0,1,21056
21056,47,58,361780.0,1,21057
21057,4,16,361797.0,1,21058
21058,4,29,361797.0,1,21059
21059,4,35,361797.0,1,21060
21060,4,43,361797.0,1,21061
21061,4,48,361797.0,1,21062
21062,4,64,361797.0,1,21063
21063,22,35,361838.0,1,21064
21064,22,16,361838.0,1,21065
21065,22,48,361838.0,1,21066
21066,18,32,361871.0,1,21067
21067,45,55,361871.0,1,21068
21068,45,63,361871.0,1,21069
21069,45,32,361871.0,1,21070
21070,11,2,361871.0,1,21071
21071,18,55,361871.0,1,21072
21072,18,63,361871.0,1,21073
21073,43,16,361877.0,1,21074
21074,43,29,361877.0,1,21075
21075,43,35,361877.0,1,21076
21076,43,64,361877.0,1,21077
21077,60,55,362060.0,1,21078
21078,29,16,362082.0,1,21079
21079,29,35,362082.0,1,21080
21080,29,43,362082.0,1,21081
21081,29,64,362082.0,1,21082
21082,4,64,362109.0,1,21083
21083,4,48,362109.0,1,21084
21084,4,43,362109.0,1,21085
21085,4,25,362109.0,1,21086
21086,4,16,362109.0,1,21087
21087,4,35,362109.0,1,21088
21088,22,16,362150.0,1,21089
21089,22,35,362150.0,1,21090
21090,22,48,362150.0,1,21091
21091,45,55,362183.0,1,21092
21092,18,32,362183.0,1,21093
21093,18,55,362183.0,1,21094
21094,18,63,362183.0,1,21095
21095,45,32,362183.0,1,21096
21096,45,63,362183.0,1,21097
21097,43,64,362191.0,1,21098
21098,43,35,362191.0,1,21099
21099,43,29,362191.0,1,21100
21100,43,16,362191.0,1,21101
21101,43,4,362191.0,1,21102
21102,14,58,362257.0,1,21103
21103,60,55,362372.0,1,21104
21104,29,16,362394.0,1,21105
21105,29,43,362394.0,1,21106
21106,29,64,362394.0,1,21107
21107,4,16,362420.0,1,21108
21108,4,25,362420.0,1,21109
21109,4,35,362420.0,1,21110
21110,4,43,362420.0,1,21111
21111,4,48,362420.0,1,21112
21112,4,64,362420.0,1,21113
21113,22,48,362461.0,1,21114
21114,22,35,362461.0,1,21115
21115,22,4,362461.0,1,21116
21116,18,32,362497.0,1,21117
21117,18,55,362497.0,1,21118
21118,18,63,362497.0,1,21119
21119,45,32,362497.0,1,21120
21120,45,55,362497.0,1,21121
21121,45,63,362497.0,1,21122
21122,43,4,362502.0,1,21123
21123,43,16,362502.0,1,21124
21124,43,29,362502.0,1,21125
21125,43,35,362502.0,1,21126
21126,43,64,362502.0,1,21127
21127,60,55,362686.0,1,21128
21128,29,43,362704.0,1,21129
21129,29,64,362704.0,1,21130
21130,29,4,362704.0,1,21131
21131,29,25,362704.0,1,21132
21132,4,16,362730.0,1,21133
21133,4,25,362730.0,1,21134
21134,4,35,362730.0,1,21135
21135,4,64,362730.0,1,21136
21136,22,35,362774.0,1,21137
21137,22,48,362774.0,1,21138
21138,18,32,362809.0,1,21139
21139,18,55,362809.0,1,21140
21140,18,63,362809.0,1,21141
21141,45,32,362809.0,1,21142
21142,45,55,362809.0,1,21143
21143,45,63,362809.0,1,21144
21144,43,64,362813.0,1,21145
21145,43,29,362813.0,1,21146
21146,43,4,362813.0,1,21147
21147,43,16,362813.0,1,21148
21148,60,55,362998.0,1,21149
21149,60,58,362998.0,1,21150
21150,29,16,363017.0,1,21151
21151,29,43,363017.0,1,21152
21152,29,64,363017.0,1,21153
21153,4,64,363040.0,1,21154
21154,4,48,363040.0,1,21155
21155,4,43,363040.0,1,21156
21156,4,25,363040.0,1,21157
21157,4,16,363040.0,1,21158
21158,4,35,363040.0,1,21159
21159,36,32,363084.0,1,21160
21160,22,48,363088.0,1,21161
21161,22,35,363088.0,1,21162
21162,45,36,363121.0,1,21163
21163,45,32,363121.0,1,21164
21164,45,63,363121.0,1,21165
21165,45,55,363121.0,1,21166
21166,45,19,363121.0,1,21167
21167,18,36,363121.0,1,21168
21168,18,55,363121.0,1,21169
21169,18,19,363121.0,1,21170
21170,18,63,363121.0,1,21171
21171,18,32,363121.0,1,21172
21172,43,4,363124.0,1,21173
21173,43,16,363124.0,1,21174
21174,43,29,363124.0,1,21175
21175,43,35,363124.0,1,21176
21176,43,64,363124.0,1,21177
21177,60,55,363310.0,1,21178
21178,60,58,363310.0,1,21179
21179,29,16,363329.0,1,21180
21180,29,25,363329.0,1,21181
21181,29,43,363329.0,1,21182
21182,29,64,363329.0,1,21183
21183,47,58,363338.0,1,21184
21184,4,64,363353.0,1,21185
21185,4,48,363353.0,1,21186
21186,4,16,363353.0,1,21187
21187,4,35,363353.0,1,21188
21188,36,32,363396.0,1,21189
21189,22,35,363400.0,1,21190
21190,22,48,363400.0,1,21191
21191,18,32,363433.0,1,21192
21192,18,55,363433.0,1,21193
21193,18,63,363433.0,1,21194
21194,45,32,363433.0,1,21195
21195,45,55,363433.0,1,21196
21196,45,63,363433.0,1,21197
21197,43,29,363438.0,1,21198
21198,43,25,363438.0,1,21199
21199,43,64,363438.0,1,21200
21200,43,4,363438.0,1,21201
21201,43,16,363438.0,1,21202
21202,60,55,363622.0,1,21203
21203,29,4,363640.0,1,21204
21204,29,16,363640.0,1,21205
21205,29,64,363640.0,1,21206
21206,47,58,363652.0,1,21207
21207,4,16,363663.0,1,21208
21208,4,43,363663.0,1,21209
21209,4,48,363663.0,1,21210
21210,4,64,363663.0,1,21211
21211,4,35,363663.0,1,21212
21212,36,32,363708.0,1,21213
21213,22,35,363712.0,1,21214
21214,22,48,363712.0,1,21215
21215,45,32,363747.0,1,21216
21216,45,63,363747.0,1,21217
21217,18,63,363747.0,1,21218
21218,18,32,363747.0,1,21219
21219,43,4,363749.0,1,21220
21220,43,16,363749.0,1,21221
21221,43,29,363749.0,1,21222
21222,43,64,363749.0,1,21223
21223,60,55,363936.0,1,21224
21224,29,64,363951.0,1,21225
21225,47,58,363963.0,1,21226
21226,4,16,363973.0,1,21227
21227,4,35,363973.0,1,21228
21228,4,43,363973.0,1,21229
21229,4,48,363973.0,1,21230
21230,4,64,363973.0,1,21231
21231,36,32,364021.0,1,21232
21232,22,48,364024.0,1,21233
21233,22,35,364024.0,1,21234
21234,18,32,364059.0,1,21235
21235,18,63,364059.0,1,21236
21236,45,32,364059.0,1,21237
21237,45,63,364059.0,1,21238
21238,43,4,364060.0,1,21239
21239,43,16,364060.0,1,21240
21240,43,29,364060.0,1,21241
21241,43,35,364060.0,1,21242
21242,43,64,364060.0,1,21243
21243,60,55,364249.0,1,21244
21244,60,58,364249.0,1,21245
21245,29,25,364265.0,1,21246
21246,29,32,364265.0,1,21247
21247,29,43,364265.0,1,21248
21248,29,64,364265.0,1,21249
21249,47,58,364274.0,1,21250
21250,47,56,364274.0,1,21251
21251,4,16,364284.0,1,21252
21252,4,35,364284.0,1,21253
21253,4,43,364284.0,1,21254
21254,4,48,364284.0,1,21255
21255,4,64,364284.0,1,21256
21256,36,32,364333.0,1,21257
21257,22,48,364338.0,1,21258
21258,18,32,364372.0,1,21259
21259,43,4,364372.0,1,21260
21260,43,16,364372.0,1,21261
21261,43,29,364372.0,1,21262
21262,43,64,364372.0,1,21263
21263,45,32,364372.0,1,21264
21264,60,55,364561.0,1,21265
21265,29,64,364576.0,1,21266
21266,29,43,364576.0,1,21267
21267,29,16,364576.0,1,21268
21268,29,32,364576.0,1,21269
21269,29,35,364576.0,1,21270
21270,47,58,364585.0,1,21271
21271,4,16,364596.0,1,21272
21272,4,35,364596.0,1,21273
21273,4,43,364596.0,1,21274
21274,4,48,364596.0,1,21275
21275,4,64,364596.0,1,21276
21276,5,19,364618.0,1,21277
21277,42,19,364618.0,1,21278
21278,36,32,364644.0,1,21279
21279,22,16,364650.0,1,21280
21280,22,35,364650.0,1,21281
21281,22,48,364650.0,1,21282
21282,45,32,364684.0,1,21283
21283,18,32,364684.0,1,21284
21284,43,4,364685.0,1,21285
21285,43,16,364685.0,1,21286
21286,43,35,364685.0,1,21287
21287,43,64,364685.0,1,21288
21288,60,15,364873.0,1,21289
21289,60,55,364873.0,1,21290
21290,60,63,364873.0,1,21291
21291,29,25,364887.0,1,21292
21292,29,43,364887.0,1,21293
21293,29,64,364887.0,1,21294
21294,47,58,364899.0,1,21295
21295,4,48,364907.0,1,21296
21296,4,64,364907.0,1,21297
21297,4,35,364907.0,1,21298
21298,4,16,364907.0,1,21299
21299,4,43,364907.0,1,21300
21300,36,32,364956.0,1,21301
21301,22,4,364962.0,1,21302
21302,22,35,364962.0,1,21303
21303,22,48,364962.0,1,21304
21304,43,4,364996.0,1,21305
21305,43,16,364996.0,1,21306
21306,43,25,364996.0,1,21307
21307,43,29,364996.0,1,21308
21308,43,64,364996.0,1,21309
21309,18,32,364998.0,1,21310
21310,18,63,364998.0,1,21311
21311,45,32,364998.0,1,21312
21312,45,63,364998.0,1,21313
21313,60,55,365187.0,1,21314
21314,29,64,365199.0,1,21315
21315,29,43,365199.0,1,21316
21316,29,25,365199.0,1,21317
21317,29,16,365199.0,1,21318
21318,47,56,365210.0,1,21319
21319,47,58,365210.0,1,21320
21320,4,16,365217.0,1,21321
21321,4,25,365217.0,1,21322
21322,4,35,365217.0,1,21323
21323,4,43,365217.0,1,21324
21324,4,48,365217.0,1,21325
21325,4,64,365217.0,1,21326
21326,36,32,365270.0,1,21327
21327,22,16,365274.0,1,21328
21328,22,35,365274.0,1,21329
21329,43,64,365308.0,1,21330
21330,43,35,365308.0,1,21331
21331,43,25,365308.0,1,21332
21332,43,16,365308.0,1,21333
21333,43,29,365308.0,1,21334
21334,18,63,365310.0,1,21335
21335,45,63,365310.0,1,21336
21336,53,38,365438.0,1,21337
21337,53,63,365438.0,1,21338
21338,60,38,365499.0,1,21339
21339,60,55,365499.0,1,21340
21340,29,43,365512.0,1,21341
21341,29,64,365512.0,1,21342
21342,47,58,365521.0,1,21343
21343,4,64,365527.0,1,21344
21344,4,43,365527.0,1,21345
21345,4,45,365527.0,1,21346
21346,4,16,365527.0,1,21347
21347,4,35,365527.0,1,21348
21348,36,32,365581.0,1,21349
21349,22,48,365588.0,1,21350
21350,43,4,365619.0,1,21351
21351,43,16,365619.0,1,21352
21352,43,25,365619.0,1,21353
21353,43,64,365619.0,1,21354
21354,18,4,365622.0,1,21355
21355,45,4,365622.0,1,21356
21356,60,63,365812.0,1,21357
21357,60,15,365812.0,1,21358
21358,60,35,365812.0,1,21359
21359,60,38,365812.0,1,21360
21360,60,55,365812.0,1,21361
21361,29,64,365824.0,1,21362
21362,29,43,365824.0,1,21363
21363,47,56,365832.0,1,21364
21364,47,58,365832.0,1,21365
21365,4,16,365840.0,1,21366
21366,4,43,365840.0,1,21367
21367,4,45,365840.0,1,21368
21368,4,64,365840.0,1,21369
21369,36,32,365893.0,1,21370
21370,22,48,365900.0,1,21371
21371,22,16,365900.0,1,21372
21372,43,4,365932.0,1,21373
21373,43,29,365932.0,1,21374
21374,43,45,365932.0,1,21375
21375,43,64,365932.0,1,21376
21376,45,16,365934.0,1,21377
21377,45,64,365934.0,1,21378
21378,45,43,365934.0,1,21379
21379,45,4,365934.0,1,21380
21380,18,43,365934.0,1,21381
21381,18,16,365934.0,1,21382
21382,18,4,365934.0,1,21383
21383,18,64,365934.0,1,21384
21384,60,38,366124.0,1,21385
21385,60,55,366124.0,1,21386
21386,29,43,366135.0,1,21387
21387,29,64,366135.0,1,21388
21388,47,58,366146.0,1,21389
21389,4,48,366150.0,1,21390
21390,4,16,366150.0,1,21391
21391,4,43,366150.0,1,21392
21392,4,45,366150.0,1,21393
21393,4,64,366150.0,1,21394
21394,36,32,366205.0,1,21395
21395,22,48,366212.0,1,21396
21396,43,4,366243.0,1,21397
21397,43,16,366243.0,1,21398
21398,43,29,366243.0,1,21399
21399,43,64,366243.0,1,21400
21400,45,4,366248.0,1,21401
21401,45,16,366248.0,1,21402
21402,18,4,366248.0,1,21403
21403,18,16,366248.0,1,21404
21404,60,38,366438.0,1,21405
21405,60,55,366438.0,1,21406
21406,29,43,366446.0,1,21407
21407,29,64,366446.0,1,21408
21408,47,53,366457.0,1,21409
21409,47,58,366457.0,1,21410
21410,4,48,366460.0,1,21411
21411,4,64,366460.0,1,21412
21412,4,45,366460.0,1,21413
21413,4,16,366460.0,1,21414
21414,4,35,366460.0,1,21415
21415,4,25,366460.0,1,21416
21416,4,43,366460.0,1,21417
21417,36,32,366519.0,1,21418
21418,22,4,366524.0,1,21419
21419,22,48,366524.0,1,21420
21420,43,4,366555.0,1,21421
21421,43,16,366555.0,1,21422
21422,43,29,366555.0,1,21423
21423,43,64,366555.0,1,21424
21424,18,4,366560.0,1,21425
21425,45,4,366560.0,1,21426
21426,60,38,366750.0,1,21427
21427,29,43,366760.0,1,21428
21428,29,64,366760.0,1,21429
21429,47,56,366768.0,1,21430
21430,47,58,366768.0,1,21431
21431,4,16,366771.0,1,21432
21432,4,35,366771.0,1,21433
21433,4,43,366771.0,1,21434
21434,4,64,366771.0,1,21435
21435,36,32,366831.0,1,21436
21436,22,48,366838.0,1,21437
21437,22,55,366838.0,1,21438
21438,43,64,366866.0,1,21439
21439,43,55,366866.0,1,21440
21440,43,35,366866.0,1,21441
21441,43,29,366866.0,1,21442
21442,43,25,366866.0,1,21443
21443,43,16,366866.0,1,21444
21444,43,4,366866.0,1,21445
21445,18,4,366872.0,1,21446
21446,18,64,366872.0,1,21447
21447,45,4,366872.0,1,21448
21448,45,64,366872.0,1,21449
21449,60,15,367061.0,1,21450
21450,60,38,367061.0,1,21451
21451,29,25,367071.0,1,21452
21452,29,43,367071.0,1,21453
21453,29,64,367071.0,1,21454
21454,4,64,367083.0,1,21455
21455,4,55,367083.0,1,21456
21456,4,45,367083.0,1,21457
21457,4,48,367083.0,1,21458
21458,4,35,367083.0,1,21459
21459,4,16,367083.0,1,21460
21460,4,43,367083.0,1,21461
21461,22,35,367150.0,1,21462
21462,22,48,367150.0,1,21463
21463,43,35,367180.0,1,21464
21464,43,4,367180.0,1,21465
21465,43,16,367180.0,1,21466
21466,43,25,367180.0,1,21467
21467,43,29,367180.0,1,21468
21468,43,64,367180.0,1,21469
21469,60,55,367373.0,1,21470
21470,29,64,367382.0,1,21471
21471,29,43,367382.0,1,21472
21472,29,4,367382.0,1,21473
21473,29,16,367382.0,1,21474
21474,47,58,367393.0,1,21475
21475,4,64,367393.0,1,21476
21476,47,56,367393.0,1,21477
21477,4,45,367393.0,1,21478
21478,4,16,367393.0,1,21479
21479,4,35,367393.0,1,21480
21480,4,29,367393.0,1,21481
21481,4,25,367393.0,1,21482
21482,4,43,367393.0,1,21483
21483,36,32,367454.0,1,21484
21484,22,48,367461.0,1,21485
21485,43,29,367491.0,1,21486
21486,43,25,367491.0,1,21487
21487,43,35,367491.0,1,21488
21488,43,4,367491.0,1,21489
21489,43,16,367491.0,1,21490
21490,43,64,367491.0,1,21491
21491,60,55,367688.0,1,21492
21492,60,15,367688.0,1,21493
21493,40,15,367689.0,1,21494
21494,40,63,367689.0,1,21495
21495,29,4,367694.0,1,21496
21496,29,25,367694.0,1,21497
21497,29,43,367694.0,1,21498
21498,29,64,367694.0,1,21499
21499,4,29,367704.0,1,21500
21500,4,16,367704.0,1,21501
21501,4,25,367704.0,1,21502
21502,4,35,367704.0,1,21503
21503,4,43,367704.0,1,21504
21504,4,45,367704.0,1,21505
21505,4,64,367704.0,1,21506
21506,47,58,367704.0,1,21507
21507,36,32,367767.0,1,21508
21508,22,48,367773.0,1,21509
21509,43,64,367802.0,1,21510
21510,43,29,367802.0,1,21511
21511,43,4,367802.0,1,21512
21512,43,16,367802.0,1,21513
21513,43,25,367802.0,1,21514
21514,18,4,367810.0,1,21515
21515,18,16,367810.0,1,21516
21516,45,4,367810.0,1,21517
21517,45,16,367810.0,1,21518
21518,27,14,367949.0,1,21519
21519,27,58,367949.0,1,21520
21520,60,55,368001.0,1,21521
21521,29,43,368007.0,1,21522
21522,29,64,368007.0,1,21523
21523,4,25,368014.0,1,21524
21524,4,45,368014.0,1,21525
21525,4,64,368014.0,1,21526
21526,4,43,368014.0,1,21527
21527,4,16,368014.0,1,21528
21528,4,29,368014.0,1,21529
21529,4,35,368014.0,1,21530
21530,47,58,368015.0,1,21531
21531,36,32,368080.0,1,21532
21532,22,48,368088.0,1,21533
21533,43,4,368113.0,1,21534
21534,43,16,368113.0,1,21535
21535,43,25,368113.0,1,21536
21536,43,29,368113.0,1,21537
21537,43,35,368113.0,1,21538
21538,43,64,368113.0,1,21539
21539,14,27,368183.0,1,21540
21540,27,58,368260.0,1,21541
21541,27,56,368260.0,1,21542
21542,27,14,368260.0,1,21543
21543,60,15,368314.0,1,21544
21544,60,55,368314.0,1,21545
21545,29,16,368319.0,1,21546
21546,29,43,368319.0,1,21547
21547,29,64,368319.0,1,21548
21548,47,58,368326.0,1,21549
21549,4,16,368327.0,1,21550
21550,4,35,368327.0,1,21551
21551,4,43,368327.0,1,21552
21552,4,48,368327.0,1,21553
21553,4,64,368327.0,1,21554
21554,22,35,368400.0,1,21555
21555,22,48,368400.0,1,21556
21556,43,64,368427.0,1,21557
21557,43,29,368427.0,1,21558
21558,43,25,368427.0,1,21559
21559,43,4,368427.0,1,21560
21560,18,55,368434.0,1,21561
21561,45,55,368434.0,1,21562
21562,14,27,368494.0,1,21563
21563,27,14,368571.0,1,21564
21564,27,56,368571.0,1,21565
21565,27,58,368571.0,1,21566
21566,60,15,368627.0,1,21567
21567,60,55,368627.0,1,21568
21568,29,43,368630.0,1,21569
21569,29,35,368630.0,1,21570
21570,29,64,368630.0,1,21571
21571,29,25,368630.0,1,21572
21572,29,16,368630.0,1,21573
21573,29,32,368630.0,1,21574
21574,4,48,368637.0,1,21575
21575,4,43,368637.0,1,21576
21576,4,64,368637.0,1,21577
21577,4,29,368637.0,1,21578
21578,4,16,368637.0,1,21579
21579,4,35,368637.0,1,21580
21580,47,58,368640.0,1,21581
21581,5,19,368697.0,1,21582
21582,42,19,368697.0,1,21583
21583,22,48,368711.0,1,21584
21584,43,35,368738.0,1,21585
21585,43,4,368738.0,1,21586
21586,43,25,368738.0,1,21587
21587,43,29,368738.0,1,21588
21588,43,64,368738.0,1,21589
21589,45,55,368748.0,1,21590
21590,18,55,368748.0,1,21591
21591,14,27,368807.0,1,21592
21592,27,14,368883.0,1,21593
21593,27,56,368883.0,1,21594
21594,27,58,368883.0,1,21595
21595,29,16,368941.0,1,21596
21596,29,25,368941.0,1,21597
21597,29,43,368941.0,1,21598
21598,29,64,368941.0,1,21599
21599,60,15,368942.0,1,21600
21600,60,55,368942.0,1,21601
21601,36,32,368945.0,1,21602
21602,4,64,368948.0,1,21603
21603,4,48,368948.0,1,21604
21604,4,43,368948.0,1,21605
21605,4,35,368948.0,1,21606
21606,4,16,368948.0,1,21607
21607,47,58,368951.0,1,21608
21608,22,4,369023.0,1,21609
21609,22,35,369023.0,1,21610
21610,22,48,369023.0,1,21611
21611,43,4,369049.0,1,21612
21612,43,16,369049.0,1,21613
21613,43,25,369049.0,1,21614
21614,43,29,369049.0,1,21615
21615,43,35,369049.0,1,21616
21616,43,64,369049.0,1,21617
21617,18,55,369060.0,1,21618
21618,45,55,369060.0,1,21619
21619,14,27,369119.0,1,21620
21620,27,56,369196.0,1,21621
21621,27,14,369196.0,1,21622
21622,27,58,369196.0,1,21623
21623,40,63,369248.0,1,21624
21624,60,15,369254.0,1,21625
21625,60,55,369254.0,1,21626
21626,29,4,369255.0,1,21627
21627,29,16,369255.0,1,21628
21628,29,25,369255.0,1,21629
21629,29,32,369255.0,1,21630
21630,29,43,369255.0,1,21631
21631,29,64,369255.0,1,21632
21632,4,16,369258.0,1,21633
21633,4,35,369258.0,1,21634
21634,4,43,369258.0,1,21635
21635,4,48,369258.0,1,21636
21636,4,64,369258.0,1,21637
21637,36,32,369259.0,1,21638
21638,47,58,369262.0,1,21639
21639,22,48,369338.0,1,21640
21640,22,35,369338.0,1,21641
21641,43,11,369360.0,1,21642
21642,43,29,369360.0,1,21643
21643,43,32,369360.0,1,21644
21644,43,38,369360.0,1,21645
21645,18,55,369372.0,1,21646
21646,45,55,369372.0,1,21647
21647,14,27,369430.0,1,21648
21648,27,14,369507.0,1,21649
21649,27,56,369507.0,1,21650
21650,27,58,369507.0,1,21651
21651,40,53,369562.0,1,21652
21652,40,63,369562.0,1,21653
21653,29,32,369566.0,1,21654
21654,29,43,369566.0,1,21655
21655,29,64,369566.0,1,21656
21656,60,15,369567.0,1,21657
21657,4,29,369570.0,1,21658
21658,4,35,369570.0,1,21659
21659,4,48,369570.0,1,21660
21660,4,64,369570.0,1,21661
21661,47,58,369574.0,1,21662
21662,22,48,369649.0,1,21663
21663,43,4,369674.0,1,21664
21664,43,25,369674.0,1,21665
21665,43,29,369674.0,1,21666
21666,43,64,369674.0,1,21667
21667,14,27,369742.0,1,21668
21668,27,14,369818.0,1,21669
21669,27,58,369818.0,1,21670
21670,40,53,369873.0,1,21671
21671,40,63,369873.0,1,21672
21672,60,15,369879.0,1,21673
21673,4,25,369881.0,1,21674
21674,4,35,369881.0,1,21675
21675,4,43,369881.0,1,21676
21676,4,48,369881.0,1,21677
21677,4,64,369881.0,1,21678
21678,47,56,369887.0,1,21679
21679,47,58,369887.0,1,21680
21680,22,35,369962.0,1,21681
21681,22,48,369962.0,1,21682
21682,43,4,369985.0,1,21683
21683,43,16,369985.0,1,21684
21684,43,25,369985.0,1,21685
21685,43,35,369985.0,1,21686
21686,43,64,369985.0,1,21687
21687,14,27,370055.0,1,21688
21688,27,58,370130.0,1,21689
21689,27,14,370130.0,1,21690
21690,27,56,370130.0,1,21691
21691,40,53,370184.0,1,21692
21692,40,63,370184.0,1,21693
21693,29,32,370188.0,1,21694
21694,4,35,370191.0,1,21695
21695,4,43,370191.0,1,21696
21696,4,48,370191.0,1,21697
21697,4,64,370191.0,1,21698
21698,60,15,370195.0,1,21699
21699,60,63,370195.0,1,21700
21700,47,56,370198.0,1,21701
21701,47,58,370198.0,1,21702
21702,55,30,370265.0,1,21703
21703,55,38,370265.0,1,21704
21704,55,11,370265.0,1,21705
21705,22,35,370274.0,1,21706
21706,43,4,370296.0,1,21707
21707,43,16,370296.0,1,21708
21708,43,35,370296.0,1,21709
21709,43,64,370296.0,1,21710
21710,18,32,370310.0,1,21711
21711,18,63,370310.0,1,21712
21712,45,32,370310.0,1,21713
21713,45,63,370310.0,1,21714
21714,14,27,370366.0,1,21715
21715,27,14,370443.0,1,21716
21716,27,58,370443.0,1,21717
21717,4,38,370501.0,1,21718
21718,4,64,370501.0,1,21719
21719,4,35,370501.0,1,21720
21720,4,43,370501.0,1,21721
21721,4,25,370501.0,1,21722
21722,4,16,370501.0,1,21723
21723,4,29,370501.0,1,21724
21724,29,16,370502.0,1,21725
21725,29,25,370502.0,1,21726
21726,29,32,370502.0,1,21727
21727,29,35,370502.0,1,21728
21728,29,38,370502.0,1,21729
21729,29,43,370502.0,1,21730
21730,29,64,370502.0,1,21731
21731,47,58,370509.0,1,21732
21732,55,32,370575.0,1,21733
21733,22,35,370588.0,1,21734
21734,43,64,370607.0,1,21735
21735,43,35,370607.0,1,21736
21736,43,38,370607.0,1,21737
21737,43,25,370607.0,1,21738
21738,43,29,370607.0,1,21739
21739,45,63,370622.0,1,21740
21740,45,36,370622.0,1,21741
21741,45,32,370622.0,1,21742
21742,45,55,370622.0,1,21743
21743,18,55,370622.0,1,21744
21744,18,36,370622.0,1,21745
21745,18,32,370622.0,1,21746
21746,18,63,370622.0,1,21747
21747,14,27,370678.0,1,21748
21748,27,14,370754.0,1,21749
21749,27,56,370754.0,1,21750
21750,27,58,370754.0,1,21751
21751,40,15,370809.0,1,21752
21752,29,43,370814.0,1,21753
21753,29,64,370814.0,1,21754
21754,29,38,370814.0,1,21755
21755,4,36,370814.0,1,21756
21756,4,45,370814.0,1,21757
21757,29,25,370814.0,1,21758
21758,4,32,370814.0,1,21759
21759,36,4,370816.0,1,21760
21760,36,45,370816.0,1,21761
21761,60,55,370820.0,1,21762
21762,47,58,370821.0,1,21763
21763,22,35,370900.0,1,21764
21764,43,64,370921.0,1,21765
21765,43,38,370921.0,1,21766
21766,43,35,370921.0,1,21767
21767,43,16,370921.0,1,21768
21768,43,25,370921.0,1,21769
21769,43,29,370921.0,1,21770
21770,45,32,370934.0,1,21771
21771,45,55,370934.0,1,21772
21772,45,4,370934.0,1,21773
21773,18,4,370934.0,1,21774
21774,18,32,370934.0,1,21775
21775,18,55,370934.0,1,21776
21776,14,27,370989.0,1,21777
21777,53,63,371035.0,1,21778
21778,27,14,371065.0,1,21779
21779,27,56,371065.0,1,21780
21780,27,58,371065.0,1,21781
21781,4,45,371124.0,1,21782
21782,4,32,371124.0,1,21783
21783,4,36,371124.0,1,21784
21784,29,43,371125.0,1,21785
21785,29,64,371125.0,1,21786
21786,29,38,371125.0,1,21787
21787,60,11,371133.0,1,21788
21788,60,55,371133.0,1,21789
21789,22,35,371212.0,1,21790
21790,43,16,371232.0,1,21791
21791,43,29,371232.0,1,21792
21792,43,35,371232.0,1,21793
21793,43,38,371232.0,1,21794
21794,43,64,371232.0,1,21795
21795,45,32,371248.0,1,21796
21796,45,63,371248.0,1,21797
21797,45,55,371248.0,1,21798
21798,45,53,371248.0,1,21799
21799,45,4,371248.0,1,21800
21800,18,55,371248.0,1,21801
21801,18,53,371248.0,1,21802
21802,18,32,371248.0,1,21803
21803,18,4,371248.0,1,21804
21804,18,63,371248.0,1,21805
21805,14,27,371303.0,1,21806
21806,14,58,371303.0,1,21807
21807,27,14,371377.0,1,21808
21808,27,56,371377.0,1,21809
21809,27,58,371377.0,1,21810
21810,4,32,371433.0,1,21811
21811,4,36,371433.0,1,21812
21812,4,45,371433.0,1,21813
21813,29,43,371436.0,1,21814
21814,29,38,371436.0,1,21815
21815,29,64,371436.0,1,21816
21816,36,45,371437.0,1,21817
21817,60,55,371448.0,1,21818
21818,60,53,371448.0,1,21819
21819,60,53,371448.0,1,21820
21820,22,48,371524.0,1,21821
21821,43,16,371543.0,1,21822
21822,43,29,371543.0,1,21823
21823,43,38,371543.0,1,21824
21824,43,64,371543.0,1,21825
21825,18,4,371560.0,1,21826
21826,18,32,371560.0,1,21827
21827,18,53,371560.0,1,21828
21828,18,55,371560.0,1,21829
21829,45,4,371560.0,1,21830
21830,45,32,371560.0,1,21831
21831,45,53,371560.0,1,21832
21832,45,55,371560.0,1,21833
21833,14,27,371614.0,1,21834
21834,27,58,371690.0,1,21835
21835,27,14,371690.0,1,21836
21836,4,32,371744.0,1,21837
21837,4,36,371744.0,1,21838
21838,4,45,371744.0,1,21839
21839,36,4,371749.0,1,21840
21840,36,45,371749.0,1,21841
21841,29,25,371750.0,1,21842
21842,29,35,371750.0,1,21843
21843,29,38,371750.0,1,21844
21844,29,43,371750.0,1,21845
21845,29,64,371750.0,1,21846
21846,60,53,371760.0,1,21847
21847,60,53,371760.0,1,21848
21848,60,55,371760.0,1,21849
21849,22,35,371838.0,1,21850
21850,22,48,371838.0,1,21851
21851,15,63,371849.0,1,21852
21852,43,16,371854.0,1,21853
21853,43,29,371854.0,1,21854
21854,43,35,371854.0,1,21855
21855,43,38,371854.0,1,21856
21856,43,64,371854.0,1,21857
21857,18,32,371872.0,1,21858
21858,18,37,371872.0,1,21859
